Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
3.340000,0.270796,0.474385,5.405735,-86.644553,-105.712654
3.350000,0.330042,0.630957,-5.439510,-93.573200,-132.485560
3.360000,0.389067,0.554329,-17.106506,-99.613627,-148.304816
3.370000,0.426480,0.229799,-29.108377,-98.835651,-145.331640
3.380000,0.427069,-0.196976,-40.372837,-87.747826,-125.344934
3.390000,0.385020,-0.646501,-49.614856,-65.891087,-90.171044
3.400000,0.304468,-0.984626,-55.668891,-35.671621,-47.521953
3.410000,0.204493,-1.023057,-57.903789,-3.444139,-12.630843
3.420000,0.108912,-0.826790,-56.535934,23.862395,9.606632
3.430000,0.024726,-0.699429,-52.299714,44.881789,31.152716
3.440000,-0.057301,-0.735443,-45.753142,62.943347,59.588739
3.450000,-0.139917,-0.720836,-37.143625,79.118862,85.825030
3.460000,-0.211505,-0.525238,-26.873073,90.324620,99.880763
3.470000,-0.257152,-0.185967,-15.780538,92.926245,98.554355
3.480000,-0.258943,0.384032,-5.149690,82.832495,71.810413
3.490000,-0.193131,1.235140,3.160646,54.778534,9.391541
3.500000,-0.055745,1.927920,6.972463,9.750956,-69.343500
3.510000,0.111727,1.893040,5.023720,-38.541945,-123.748193
3.520000,0.253085,1.304469,-2.004150,-73.921456,-143.214346
3.530000,0.352388,0.873217,-12.241688,-93.474795,-155.884749
3.540000,0.425388,0.690612,-24.171616,-103.444745,-171.421284
3.550000,0.462086,0.143355,-36.633310,-101.992478,-157.752097
3.560000,0.426599,-0.825013,-47.692342,-80.287498,-100.274969
3.570000,0.322598,-1.362773,-54.980705,-41.798709,-40.275477
3.580000,0.208753,-1.029962,-57.592647,-5.033328,-18.085195
3.590000,0.129635,-0.492809,-56.645943,17.755572,-17.300925
3.600000,0.076015,-0.348156,-53.653312,30.848919,-6.722909
3.610000,0.033643,-0.222064,-49.387473,39.294605,0.932135
3.620000,0.020350,0.263019,-44.633745,38.528815,-17.990794
3.630000,0.042785,0.585772,-40.642987,27.807504,-41.201583
3.640000,0.065160,0.292197,-37.966939,18.418870,-35.373690
3.650000,0.064017,0.006809,-35.922296,16.717329,-21.985416
3.660000,0.072970,0.415550,-34.135190,12.244114,-44.525314
3.670000,0.124227,0.939727,-33.603371,-3.664871,-86.601317
3.680000,0.179896,0.591412,-35.098551,-18.870377,-89.119961
3.690000,0.175384,-0.382830,-37.324592,-15.290487,-42.055909
3.700000,0.105769,-0.933960,-37.890110,6.159319,6.905412
3.710000,0.014936,-0.894235,-35.544323,31.063534,35.133949
3.720000,-0.079098,-0.952890,-30.340948,54.070229,68.958043
3.730000,-0.187229,-1.177025,-22.306889,78.475624,115.209047
